Company Name,Current Email,Current Phone,Contract Value
POWER ENGINEERS  INCORPORATED,,,19707464.0
UNIVERSITY OF ARIZONA,,,19665063.05
UTAH DEPARTMENT OF WORKFORCE SERVICE,,,19502081.04
CHROMALLOY COMPONENT SERVICES INC,,,19442501.1
ADVANCED TECHNOLOGY SYSTEMS COMPANY  INC. (OF VIRGINIA),,,19411770.68
GILAT SATELLITE NETWORKS LTD.,,,19394964.0
LOGOS TECHNOLOGIES LLC,,,19379640.13
OAK RIDGE ASSOCIATED UNIVERSITIES  INC.,,,19367059.06
NATIONAL COMMITTEE FOR QUALITY ASSURANCE,,,19363423.0
SKURKA AEROSPACE INC,,,19303111.0
THE LELAND STANFORD JUNIOR UNIVERSITY,,,19269732.490000002
TWIN DISC  INCORPORATED,,,19266864.0
NATIONAL ASSOCIATION OF STATE MENTAL HEALTH PROGRAM DIRECTORS INC.,,,19192685.0
MITSUI & CO.  LTD.,,,19060800.0
VACCO INDUSTRIES,,,18999932.86
PRISM SPECTRUM HOLDINGS LLC,,,18991939.740000002
SOLERITY  INC.,,,18942183.869999997
VEOLIA WATER WEST OPERATING SERVICES INC,,,18786930.630000003
CURTIN MARITIME CORP,,,18774208.0
UTILITY WORKS A JOINT VENTURE,,,18750778.95
PRESS GANEY ASSOCIATES LLC,,,18668934.599999998
BAKER-AECOM ENVIRONMENTAL COMPLIANCE JV,,,18656358.61
HID GLOBAL CORP,,,18620000.0
RQ-LORD JV,,,18594730.0
CHALLENGE UNLIMITED  INC.,,,18565212.61
HYSTER-YALE GROUP  INC.,,,18546328.0
TRAINING RESOURCES GROUP  INC.,,,18517809.89
GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES  INC.,,,18415764.0
MCKNIGHT CONSTRUCTION CO.,,,18353076.87
PATRIOT TEAM,,,18289000.0
ONE NETWORK ENTERPRISES INC,,,18261682.21
RUBICON PROGRAMS INC,,,18170456.56
SCRIPTPRO LLC,,,18152419.130000003
REV GROUP  INC.,,,18138055.0
SIGNET TECHNOLOGIES  INC.,,,18052602.17
UES  INC.,,,17997822.0
GREENMAN-PEDERSEN  INC.,,,17925144.0
ACCENTURE PUBLIC LIMITED COMPANY,,,17923246.29
PETERSON FARMS INC,,,17864093.75
MODERN TECHNOLOGY SOLUTIONS  INC.,,,17855213.0
WELLPATH LLC,,,17804626.840000004
SOUTHWEST VALLEY CONSTRUCTORS CO,,,17788198.73
HUMANTOUCH LLC,,,17739212.46
THE TRUSTEES OF THE STEVENS INSTITUTE OF TECHNOLOGY,,,17691678.6
WOOLPERT-RS&H  LLC,,,17556894.91
BASIC RESOURCES  INC.,,,17505287.0
AXIOM RESOURCE MANAGEMENT  INC.,,,17493775.43
ALTAGAS LTD,,,17476289.92
EXP U.S. SERVICES INC.,,,17417245.509999998
LIONS SERVICES  INC.,,,17378055.0
THE BIONETICS CORPORATION,,,17342330.81
ROBERTSON FUEL SYSTEMS  L.L.C.,,,17316146.4
CUSA CONSULTING LLC,,,17311448.22
ABBOTT MOLECULAR INC.,,,17306890.36
EAN HOLDINGS  LLC,,,17267587.6
TCOM  LIMITED PARTNERSHIP A/K/A TCOM  L.P.,,,17239013.96
OASIS SYSTEMS  LLC,,,17185959.740000002
KILGORE FLARES COMPANY LLC,,,17109889.330000002
ENGINEERING RESEARCH AND CONSULTING  INC.,,,17105477.02
VOLUNTEERS OF AMERICA  INC.,,,17099513.73
IRON VINE SECURITY LLC,,,17080654.0
LUXFER HOLDINGS PLC,,,17050649.4
UNIVERSITY OF SOUTH CAROLINA,,,17037059.0
GF-D DESIGN PARTNERS JV,,,17033767.130000003
METHUEN CONSTRUCTION CO INC,,,17032100.0
DESIGN PARTNERS  INCORPORATED,,,17031263.0
CYDECOR INC.,,,16916225.36
CEG SOLUTIONS LLC,,,16871916.0
WESTON & SAMPSON ENGINEERS  INC.,,,16861906.46
FFF ENTERPRISES  INC.,,,16844486.4
CARDNO - AMEC FOSTER WHEELER JOINT VENTURE,,,16831458.0
MISSION SYSTEMS DAVENPORT INC.,,,16796589.15
TELEDYNE FLIR UNMANNED GROUND SYSTEMS  INC,,,16763855.76
PERSONNEL DECISIONS RESEARCH INSTITUTES  LLC,,,16553120.47
INLAND DREDGING COMPANY  L.L.C.,,,16496280.0
SIEMENS INDUSTRY INC.,,,16487692.6
GEOSYNTEC JACOBS A JOINT VENTURE,,,16266633.52
INTER-COASTAL ELECTRONICS  LLC,,,16190032.27
CROWLEY GOVERNMENT SERVICES INC,,,16182590.420000002
W.A. BAXTER & SONS (HOLDINGS) LIMITED,,,16155544.719999999
MILTON J. WOOD FIRE PROTECTION  INC.,,,16152080.0
GOLDEN VALLEY ELECTRIC ASSOCIATION  INC.,,,16080737.0
PARIS BROTHERS  INC.,,,16058555.0
DLH HOLDINGS CORP.,,,16045880.52
NAMMO POCAL INC.,,,16014778.42
FRONTGRADE TECHNOLOGIES INC.,,,16009529.0
DEPARTMENT OF VOCATIONAL REHABILITATION,,,15995906.83
GENERAL DYNAMICS LAND SYSTEMS CUSTOMER SERVICE & SUPPORT COMPANY,,,15992597.0
BIG-D CONSTRUCTION CORP,,,15977950.43
MDPAC JV,,,15962749.0
VICKERS & NOLAN ENTERPRISES LLC,,,15802584.74
HIGH LINER FOODS INCORPORATED,,,15744009.2
DATTNER ARCHITECTS DPC,,,15540893.88
LION-VALLEN LIMITED PARTNERSHIP,,,15532448.39
RICHARD E PIERSON CONSTRUCTION CO INC,,,15504300.0
KUPONO GOVERNMENT SERVICES  LLC,,,15500000.0
AEROVIRONMENT  INC.,,,15457912.459999999
DMS CONTRACTING INC,,,15336000.0
UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,,,15321457.0
FOSTER POULTRY FARMS  LLC,,,15309742.57
EARTH RESOURCES TECHNOLOGY  INC.,,,15271214.200000001
L-3 COMMUNICATIONS INTEGRATED SYSTEMS L.P.,,,15179951.25
VIRGINIA COMMONWEALTH UNIVERSITY,,,15153142.0
ALLISON TRANSMISSION HOLDINGS  INC.,,,15105757.32
UNIVERSITY OF UTAH,,,15100103.0
ROHDE & SCHWARZ GMBH & CO. KOMMANDITGESELLSCHAFT,,,15093318.99
T-MOBILE US  INC.,,,15089999.15
IQVIA GOVERNMENT SOLUTIONS INC,,,15043088.600000001
CAPE-FORGEN JV,,,15040025.81
SOLAERO TECHNOLOGIES CORP,,,15004784.0
PARALLAX ADVANCED RESEARCH CORP,,,14998595.0
THE SOURCE GROUP  INC.,,,14984325.669999998
GOLDEN KEY GROUP  LLC,,,14949666.669999998
H.D.R. INC.,,,14925468.91
CALLAN MARINE LTD,,,14908043.0
ACENTRA HEALTH LLC,,,14895190.02
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,,,14864828.0
WILEY WILSON BURNS & MCDONNELL JOINT VENTURE,,,14864478.0
SIGMATECH  INC.,,,14834704.13
GEORGE HARMS CONSTRUCTION CO INC,,,14790146.18
ARGON ST  INC.,,,14699014.0
BREEZE-EASTERN LLC,,,14601805.4
UNIVERSITIES SPACE RESEARCH ASSOCIATION,,,14600000.0
SOUTHEASTERN PAPER GROUP  LLC,,,14520000.0
HENNEPIN COUNTY,,,14466974.0
PHILLIPS CORPORATION,,,14460090.73
LAMB INFORMATICS LIMITED,,,14455525.41
DEXIS INTERACTIVE INCORPORATED,,,14423693.44
XL ASSOCIATES  INC.,,,14395392.68
DALE ROGERS TRAINING CENTER  INC.,,,14377710.8
MICHIGAN TECHNOLOGICAL UNIVERSITY,,,14259931.27
ROUNDARCH ISOBAR INC,,,14245542.44
ALTAMIRA TECHNOLOGIES CORP,,,14241861.940000001
ASTRONAUTICS CORPORATION OF AMERICA,,,14219537.09
FLIGHTSAFETY DEFENSE CORPORATION,,,14164683.0
CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,,14124790.5
TELEDYNE FLIR DETECTION  INC,,,14100793.549999999
QUALX CORPORATION,,,14096839.28
MDRC,,,14090346.59
ENERGY SYSTEMS GROUP LLC,,,14087716.05
HEARTLAND GOODWILL ENTERPRISES,,,14066607.13
L3 ELECTRON DEVICES  INC.,,,14032660.0
C2 TECHNOLOGIES  INC.,,,14031188.53
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,,,13940708.0
RANGER LAND SYSTEMS  INC.,,,13919334.0
CSA GLOBAL LLC,,,13918141.379999999
GESHER HUMAN SERVICES,,,13908826.790000001
FIBER MATERIALS INC.,,,13892581.0
VERITAS CAPITAL MANAGEMENT LLC,,,13883536.58
SAN ANTONIO SHOE  INC.,,,13848294.0
CASHMAN DREDGING & MARINE CONTRACTING CO LLC,,,13836470.0
VENDOR RESOURCE MANAGEMENT  INC.,,,13819992.0
ACUITY - PT&C  LLC,,,13795232.52
TAMPA MICROWAVE  LLC,,,13737243.0
DAY & ZIMMERMANN KANSAS LLC,,,13727661.67
KRAEMER NORTH AMERICA LLC,,,13708625.0
POTOMAC ELECTRIC POWER COMPANY,,,13707072.79
JACKSON HEALTHCARE  LLC,,,13635300.0
TATE  INCORPORATED,,,13631892.0
VERSAR SECURITY SYSTEMS  LLC,,,13621753.24
THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,13562839.0
BECKMAN COULTER  INC,,,13536440.620000001
HEXAGON US FEDERAL  INC,,,13534774.02
CHILDREN'S HOSPITAL CORPORATION  THE,,,13518290.92
DULCICH INC,,,13455040.8
"MICHAEL BAKER INTERNATIONAL, LLC",,,13425419.85
APOGEE ENGINEERING  LLC,,,13423693.84
CHEMRING ENERGETIC DEVICES INC,,,13406712.18
GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS INC,,,13364176.0
BARGE EMERSION JOINT VENTURE,,,13362834.559999999
CURTISS-WRIGHT CORPORATION,,,13336485.5
UNIVERSITY OF ALABAMA AT BIRMINGHAM,,,13331075.96
SEWP SOLUTIONS LLC,,,13277060.07
UNIVERSITY OF MONTANA,,,13270010.0
3346625 CANADA INC,,,13246914.129999999
FUGRO USA LAND  INC.,,,13244843.299999999
UNIVERSITY OF HAWAII,,,13183427.0
JACOBS/B&M A JOINT VENTURE,,,13164937.0
GROVE U.S. L.L.C,,,13153346.76
TEXAS A&M UNIVERSITY SYSTEM  THE,,,13143000.0
DANAHER CORPORATION,,,13080326.53
TURNING POINT GLOBAL SOLUTIONS  L.L.C.,,,13024304.31
FUJIFILM HEALTHCARE AMERICAS CORP,,,13014878.620000001
RELIANCE TEST & TECHNOLOGY  LLC,,,12960950.51
HEALTHEQUITY  INC.,,,12960678.440000001
HORNBECK OFFSHORE OPERATORS LLC,,,12958223.0
MAXAR MISSION SOLUTIONS INC,,,12900989.77
FGS  LLC,,,12887618.34
CHENEGA INFINITY  LLC,,,12867018.12
CITY PUBLIC SERVICES BOARD,,,12855750.08
AI SHIELD INC,,,12852079.68
NATIONAL AIR CARGO HOLDINGS  INC.,,,12811787.0
LDV INVESTMENT S.A R.L.,,,12796218.17
SEATTLE CHILDREN'S HEALTHCARE SYSTEM,,,12758326.0
NOLIN RURAL ELECTRIC COOPERATIVE CORPORATION,,,12747583.56
QORVO  INC.,,,12732605.0
GILBANE SMCC ECC LLC,,,12688176.52
WILLMENG CONSTRUCTION  INC.,,,12545913.17
SKILLSOFT CORPORATION,,,12508269.2
NTT DATA FEDHEALTH  INC.,,,12500199.13
SOUTHLAND INDUSTRIES,,,12450742.73
SAFEGUARD SERVICES LLC,,,12391975.18
PENN POWER GROUP LLC,,,12371996.38
STERLING MEDICAL CORPORATION,,,12371658.02
AMERICAN RHEINMETALL MUNITION INC.,,,12352548.83
ASSURED INFORMATION SECURITY  INC.,,,12343660.0
CAELUM RESEARCH CORPORATION,,,12335120.79
VAREX IMAGING CORP,,,12306524.8
GP STRATEGIES CORPORATION,,,12283372.5
KONECRANES INC,,,12253991.86
MONONGAHELA POWER COMPANY,,,12181260.219999999
BWC TEXAS TERMINALS  LLC,,,12176013.0
UNIVERSITY OF ALASKA SYSTEM,,,12161170.0
HIGH DESERT SUPPORT SERVICES  LLC,,,12148314.52
UNIVERSITY OF WASHINGTON INC,,,12132642.0
NAMMO DEFENSE SYSTEMS INC.,,,12102122.24
ALGOOD FOOD COMPANY,,,12081096.969999999
DOMINION PRIVATIZATION SOUTH CAROLINA LLC,,,12074818.0
COLORADO STATE UNIVERSITY,,,12054914.32
BRAYMAN CONSTRUCTION CORPORATION,,,12044002.36
AIRBUS SE,,,12019741.13
FEDEX CORPORATION,,,11989936.6
NETWORK INNOVATIONS INC,,,11948073.11
SIGNATURE AVIATION LIMITED,,,11946984.72
TETRA TECH/MASON & HANGER JOINT VENTURE,,,11944289.120000001
OPPORTUNITIES AND RESOURCES  INC.,,,11924802.08
KRATOS TECHNOLOGY & TRAINING SOLUTIONS  INC.,,,11880969.95
CAMPBELL FOODSERVICE CO,,,11827222.0
GOVCIO  LLC,,,11810999.639999999
CHILDRENS MERCY HOSPITAL,,,11787024.0
MANTECH SRS TECHNOLOGIES  INC.,,,11775317.96
CHICKASAW MANAGEMENT SERVICES  LLC,,,11775068.0
THE UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,,,11775029.620000001
HARTMAN-WALSH CORPORATION,,,11771329.66
TEXTRON SYSTEMS CORPORATION,,,11736476.0
IAP-ECC  LLC,,,11724861.0
SHOWA DENKO K.K.,,,11711831.04
NEXT TIER CONCEPTS INC,,,11705339.67
MCCRONE GROUP INC,,,11689083.98
LOCKHEED MARTIN SIPPICAN  INC.,,,11680688.0
L3HARRIS FORCEX  INC.,,,11664846.0
HDT EXPEDITIONARY SYSTEMS  INC.,,,11649706.15
CADDELL CONSTRUCTION CO.  INC.,,,11649420.86
TEVA PHARMACEUTICALS USA  INC.,,,11592745.29
AMERICAN EAGLE PROTECTIVE SERVICES CORP,,,11573887.720000003
PHOENIX AIR GROUP  INC.,,,11567984.61
TRACE SYSTEMS HOLDINGS INC.,,,11488066.23
THOMSON REUTERS SPECIAL SERVICES LLC,,,11477231.0
MILLIMAN INCORPORATED,,,11474074.0
NEVADA SYSTEM OF HIGHER EDUCATION,,,11468233.7
THE MASON & HANGER GROUP INC.,,,11445836.54
ELBITAMERICA  INC.,,,11410920.75
UNITED NETWORK FOR ORGAN SHARING,,,11375000.0
SOUTH CAROLINA  STATE OF,,,11367133.04
INTERTRADE LIMITED,,,11349495.459999999
INTEGRATED PROCUREMENT TECHNOLOGIES,,,11271145.2
LA JOLLA INSTITUTE FOR IMMUNOLOGY,,,11249561.0
381 CONSTRUCTORS,,,11216619.05
TETRA TECH EC  INC.,,,11211243.01
CORIELL INSTITUTE FOR MEDICAL RESEARCH  INC.,,,11186265.0
NATIONAL COUNCIL FOR BEHAVIORAL HEALTH,,,11175157.0
INSTITUTE FOR BUILDING TECHNOLOGY AND SAFETY,,,11174924.0
HONEYBEE ROBOTICS  LTD.,,,11137209.0
THE CHRISTMAN COMPANY,,,11111985.0
L B & B ASSOCIATES INC.,,,11105481.82
PRESIDIO GOVERNMENT SOLUTIONS LLC,,,11090850.26
LAND O'LAKES  INC.,,,11072593.67
AD HOC LLC,,,11043765.31
MAXIMUS FEDERAL CONSULTING  LLC,,,10996906.92
VANDERBILT UNIVERSITY,,,10937907.0
THE POTOMAC EDISON CO,,,10853206.92
JV FORMATION ENTITY  LLC,,,10837820.0
CBRE GROUP  INC.,,,10825504.69
BOWEN ENGINEERING CORP,,,10823577.35
A3 TECHNOLOGY INC,,,10816102.24
AGROPUR COOPERATIVE,,,10802225.69
GOODWILL INDUSTRIES OF THE GREATER EAST BAY  INC.,,,10798458.08
EVERETT SHIP REPAIR LLC,,,10749953.96
ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.,,,10729737.0
AMERICAN BUREAU OF SHIPPING,,,10657141.14
RQ-WM JORDAN JV,,,10639196.78
CALIBRE SYSTEMS  INC.,,,10629724.24
ADERAS INC,,,10614042.14
JOHNSON CONTROLS INC,,,10610094.31
HEALTH RESEARCH  INC.,,,10574700.0
MERRICK-SURDEX JOINT VENTURE,,,10570051.18
SOUTHERN FOODSERVICE MANAGEMENT  INC.,,,10568457.56
SPEEDCAST INTERNATIONAL LIMITED,,,10539089.6
UNIVERSITY OF CALIFORNIA  SAN DIEGO,,,10517896.0
STELLANTIS N.V.,,,10492009.0
CENTURUM INFORMATION TECHNOLOGY INC,,,10468811.809999999
COMMUNITY RESOURCES FOR JUSTICE  INC.,,,10438893.2
CBE GROUP  INC. THE,,,10438276.91
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,,,10412745.0
EATON CORPORATION,,,10377062.43
BEHAVIORAL SYSTEMS SOUTHWEST  INC.,,,10277832.0
SOURCEAMERICA,,,10251525.55
CAREER SYSTEMS DEVELOPMENT CORPORATION,,,10242029.85
EMPIRE HOSPITALITY LLC,,,10178163.99
CREATIVE SYSTEMS AND CONSULTING L.L.C.,,,10169245.68
LOST ARROW  INC.,,,10150179.6
TEMPUS LABS  INC.,,,10124642.5
MCDONOUGH BOLYARD PECK  INC.,,,10120058.0
MAXIMUS  INC.,,,10110045.76
HII UNMANNED SYSTEMS  INC.,,,10074042.91
MEGGITT DEFENSE SYSTEMS  INC.,,,10061643.96
MERRICK-RS & H JOINT VENTURE LLP,,,10006550.0
PINNACLE WEST CAPITAL CORPORATION,,,10000000.0
KIDDE TECHNOLOGIES INC.,,,9992443.96
EAGLEPICHER TECHNOLOGIES LLC,,,9968693.0
CURTISS-WRIGHT CONTROLS ELECTRONIC SYSTEMS  INC.,,,9897916.3
SEVERN PEANUT CO INC,,,9894113.25
THE GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT INC,,,9851406.0
ESCO TECHNOLOGIES INC.,,,9850649.879999999
HNTB CORPORATION,,,9842538.0
AMETEK SCP INC,,,9834474.0
HDR ENVIRONMENTAL  OPERATIONS AND CONSTRUCTION  INC.,,,9834077.370000001
GRANITE-OBAYASHI A JOINT VENTURE,,,9813981.0
CDW CORPORATION,,,9807723.69
CADILLAC ASPHALT LLC,,,9799786.0
OKLAHOMA CITY WATER UTILITIES TRUST,,,9798143.0
THE UNIVERISTY OF TEXAS MD ANDERSON CANCER CENTER  A COMPONENT OF THE UNIVERISTY,,,9771820.0
VAISALA INC.,,,9757465.0
FIRST COAST SERVICE OPTIONS  INC.,,,9742355.0
SAWDEY SOLUTION SERVICES  INC.,,,9732598.6
DATASTRONG  LLC,,,9704687.0
BROWN INTERNATIONAL CORPORATION,,,9700000.0
STANTEC GS-AECOM PACIFIC JV,,,9675022.0
ASAHI KASEI CORPORATION,,,9588834.25
SEALING TECHNOLOGIES  LLC,,,9588230.75
SCRIPPS RESEARCH INSTITUTE,,,9587256.0
ROLLS-ROYCE MARINE NORTH AMERICA INC.,,,9543700.0
AGFA HEALTHCARE CORPORATION,,,9500487.03
DEL MONTE PACIFIC LIMITED,,,9442502.91
DEFENSE MARITIME SOLUTIONS  INC.,,,9440217.52
MID EASTERN BUILDERS  INC.,,,9426884.0
COLONNA'S SHIP YARD  INCORPORATED,,,9414495.1
NATIONAL INDUSTRIES FOR THE BLIND,,,9373160.0
THE SALVATION ARMY,,,9357781.25
DISMAS HOUSE OF ST LOUIS,,,9343868.620000001
NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,9305670.0
NATIONAL JEWISH HEALTH,,,9298220.0
JE MCAMIS INC,,,9295000.0
SYNOVATE  INC.,,,9289868.04
JOHNSON CONTROLS SECURITY SOLUTIONS LLC,,,9276413.04
REVVITY HEALTH SCIENCES  INC.,,,9263365.0
BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,,,9263060.0
J.P. INDUSTRIES  INC.,,,9261457.8
HEIL TRAILER INTERNATIONAL  LLC,,,9243115.969999999
CONSTRUCTION HELICOPTERS  INC.,,,9241888.51
AIRBUS HELICOPTERS  INC.,,,9222974.58
JACOBS/EWINGCOLE  A JOINT VENTURE,,,9217520.87
TELEDYNE FLIR DEFENSE  INC.,,,9217339.66
WELLS GLOBAL  LLC,,,9196127.62
SKILLSOFT CORP.,,,9176624.49
SAMSUNG ELECTRONICS CO.  LTD.,,,9157243.42
FEDERAL DATA SYSTEMS LLC,,,9152891.15
KOONTZ ELECTRIC COMPANY  INCORPORATED,,,9148285.0
AVERA HEALTH,,,9144365.82
ODIN ENVIRONMENTAL SOLUTIONS  LLC,,,9137320.0
TRANSMONTAIGNE PARTNERS LLC,,,9135792.0
L3HARRIS AVIATION PRODUCTS  INC,,,9114588.0
POND & COMPANY,,,9104374.780000001
EMORY UNIVERSITY,,,9093956.97
CA DEPT OF REHABILITATION,,,9084474.79
MCCAIN FOODS GROUP INC,,,9068700.65
LONG TERM CARE PARTNERS LLC,,,9063171.0
ELLWOOD NATIONAL FORGE COMPANY,,,9041650.0
SERVICESOURCE INC,,,9028773.36
BUTT CONSTRUCTION COMPANY  INCORPORATED,,,9003500.0
STANLEY CONSULTANTS INC,,,8985312.209999999
VANDERBILT UNIVERSITY MEDICAL CENTER,,,8975080.0
ROGERCO  INC.,,,8964859.94
COLLINS ENGINEERS  INCORPORATED,,,8910263.850000001
CLARK/SMOOT/CONSIGLI  A JOINT VENTURE,,,8909408.0
COLUMBIA HELICOPTERS  INC.,,,8908640.0
PARC COMMUNITY PARTNERSHIP FOUNDATION,,,8904351.690000001
OVERSEAS SHIPHOLDING GROUP  INC.,,,8900000.0
CAPE - CDM SMITH  A JOINT VENTURE,,,8879355.0
TRITON MARINE CONSTRUCTION CORP.,,,8876012.0
MASON ELECTRIC CO.,,,8847379.0
SOLVAY,,,8766000.0
SIEMENS HEALTHCARE DIAGNOSTICS INC.,,,8711579.34
UNISON SOFTWARE  INC.,,,8703139.4
SPENCE BROTHERS,,,8674770.0
HAMILTON SUNDSTRAND CORPORATION,,,8642790.76
ROCKY BRANDS  INC.,,,8587840.32
LORD CORPORATION,,,8587596.07
ASTROTECH SPACE OPERATIONS  LLC,,,8549577.0
SCHNABEL-HDR JOINT VENTURE,,,8511912.53
BLUEFORCE  INC.,,,8479146.96
AECOM-B&V LAKES AND RIVERS JV,,,8429392.58
RHODE ISLAND INDIAN COUNCIL INC,,,8427688.0
CITY OF FAITH PRISON MINISTRIES,,,8412159.75
POND-TETRA TECH JV LP,,,8407479.459999999
AMERICAN PRESIDENT LINES  LLC,,,8399841.75
AMERICAN PETROLEUM TANKERS LLC,,,8370000.0
UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,,,8337013.0
APPLIED TECHNOLOGY COUNCIL,,,8309275.0
TERRAPIN UTILITY SERVICES  INC.,,,8298581.0
DIVERSIFIED FOODS INC,,,8267138.19
OTAK  INC.,,,8260228.959999999
CHILD TRENDS  INCORPORATED,,,8210274.57
MILLIMAN  INC.,,,8200900.529999999
HHI CORPORATION,,,8176403.0
OPEN TEXT CORPORATION,,,8171100.51
HCBECK HOLDINGS  LTD.,,,8168495.0
AXIENT LLC,,,8157095.220000001
AAR ALLEN SERVICES  INC.,,,8131322.47
MN-BMCD ML JOINT VENTURE,,,8094715.68
BASIC AMERICAN  INC.,,,8078250.0
POND-CDM SMITH JV LP,,,8061986.85
PG&E CORPORATION,,,8041497.0
EMCOR GROUP  INC.,,,8039254.34
VIETTI ACQUISITION LLC,,,8035992.0
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,,,8018905.0
INTEGRATION TECHNOLOGIES GROUP  INC.,,,8009465.9
DIGITAL MOBILIZATIONS LLC,,,8002248.94
ANNUM ARCHITECTS  INC.,,,7980271.0
INNOVATIVE EMERGENCY MANAGEMENT  INC.,,,7959477.37
WSP - MOCA JOINT VENTURE,,,7935818.97
DANYA INTERNATIONAL LLC,,,7922527.0
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,,,7922342.97
ROCKET LAB USA INC,,,7921200.66
STATE OF CALIFORNIA,,,7920628.0
CHAMPION AEROSPACE LLC,,,7919890.0
WALSH - TURNER JV II,,,7891959.0
BALL AEROSPACE & TECHNOLOGIES CORP.,,,7869228.88
UNISON VIRTUAL ACQUISITION OFFICE LLC,,,7851331.359999999
FASTENAL COMPANY,,,7850000.0
GENERAL MOTORS LLC,,,7756184.0
CONTINENTAL SERVICE GROUP  LLC,,,7741372.52
JOHNSON CONTROLS FIRE PROTECTION LP,,,7740628.89
NDCHEALTH CORPORATION,,,7730806.0
AGILENT TECHNOLOGIES INC,,,7728732.24
COTIVITI GOV SERVICES  LLC,,,7722584.89
EDUCATIONAL TESTING SERVICE,,,7718679.0
TOTE MARITIME PUERTO RICO  LLC,,,7712743.679999999
MICHELS CONSTRUCTION  INC.,,,7675687.48
POWER WORKS INDUSTRIES  INC.,,,7646194.32
DEL MONTE FOODS INC,,,7636204.08
SINTELA INC,,,7585777.11
ACCUITY ASSET VERIFICATION SERVICES INC,,,7580000.0
AAR SUPPLY CHAIN  INC,,,7570756.84
AMERISOURCEBERGEN CORPORATION,,,7570000.0
PAE GOVERNMENT SERVICES  INC.,,,7561633.960000001
CONSOLIDATED SAFETY SERVICES INCORPORATED,,,7546890.6
J. E. DUNN CONSTRUCTION COMPANY,,,7546187.0
LYNDEN INCORPORATED,,,7541788.890000001
SILVER BAY SEAFOODS  L.L.C.,,,7533574.39
RUTGERS  THE STATE UNIVERSITY,,,7532193.0
MALCOLM INTERNATIONAL LLC,,,7525430.2
HANSON GROUP INC.,,,7523312.75
MAXAR SPACE LLC,,,7512798.1
RESONANT SCIENCES LLC,,,7497199.0
HDR APTIM LLC,,,7480460.33
INNER PARISH SECURITY CORPORATION,,,7446383.300000001
EVERBRIDGE  INC.,,,7385894.15
JCB INC.,,,7378933.65
ULTRA ELECTRONICS ADVANCED TACTICAL SYSTEMS INC,,,7355724.0
SYSCO CORPORATION,,,7340577.22
AMERESCO  INC.,,,7319545.85
TOP ACES CORP.,,,7312320.0
ART CRAFT FABRICATORS INC,,,7294082.0
TASER INTERNATIONAL  INC.,,,7286136.52
UNIVERSITY OF MARYLAND  BALTIMORE,,,7250703.51
AIS INFRASTRUCTURE  LLC,,,7250543.53
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,,,7224693.0
EMS DEVELOPMENT CORPORATION,,,7209657.6
AR1,,,7191666.9
VOLMAR CONSTRUCTION INC,,,7183013.0
VOLUNTEERS OF AMERICA CHESAPEAKE  INC.,,,7180872.19
CW GROUP  INC.,,,7180350.1
NAVITAS CLINICAL RESEARCH INC,,,7176341.0
SEVEN CORNERS INC,,,7149421.5200000005
RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE,,,7143587.96
HII DEFENSE AND FEDERAL SOLUTIONS  INC.,,,7139075.13
BOEING SIKORSKY AIRCRAFT SUPPORT  LLC,,,7135868.94
PAE AVIATION AND TECHNICAL SERVICES LLC,,,7134913.06
NEESER CONSTRUCTION  INC.,,,7113358.0
ABBTECH PROFESSIONAL RESOURCES  INC.,,,7102380.710000001
NEW YORK UNIVERSITY,,,7084208.0
AMEDISTAF TRAVEL NURSING,,,7076160.0
GILBANE FEDERAL,,,7048222.279999999
QED SYSTEMS  INC.,,,7040147.409999999
EMPLOYMENT HORIZONS INC,,,7023365.029999999
NEW ENGLAND AQUARIUM CORPORATION,,,7020907.85
CORMAN KOKOSING CONSTRUCTION COMPANY,,,7014243.52
OWL INC,,,7013024.0
PROCENTRIX  LLC,,,7007103.7299999995
NEW YORK GENOME CENTER  INC.,,,7001570.38
FNI COWI & CDM SMITH JV,,,6995021.87
BUTT CONSTRUCTION CO INC,,,6993500.0
UNIVERSITY OF MISSISSIPPI,,,6979569.0
AFFORDABLE INTERIOR SYSTEMS  INC.,,,6971933.15
CROSBY DREDGING LLC,,,6970000.0
QINETIQ INC.,,,6967295.9
