company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
FEDEX SUPPLY CHAIN DISTRIBUTION SYSTEM  INC.,7,190243801.48,"VETERANS AFFAIRS, DEPARTMENT OF",561499,True
J & J MAINTENANCE  INC.,29,189533304.43000004,"DEFENSE COMMISSARY AGENCY  (DECA), DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE, NATIONAL INSTITUTES OF HEALTH, U.S. CUSTOMS AND BORDER PROTECTION","236220, 561210, 561720",True
DRAKEN INTERNATIONAL  LLC,2,189100647.22,DEPT OF THE AIR FORCE,611512,True
AMERICAN ELECTRONIC WARFARE ASSOCIATES  INCORPORATED,2,187952382.66,DEPT OF THE NAVY,541330,True
THE MIL CORPORATION,7,187927815.46,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541519",True
ADAMS AND ASSOCIATES  INC.,8,187662768.49,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
PARKDALE  INCORPORATED,1,187360713.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,325220,True
THE CADMUS GROUP LLC,9,186030752.53,"AGENCY FOR INTERNATIONAL DEVELOPMENT, ENVIRONMENTAL PROTECTION AGENCY","541330, 541611, 541620",True
R. C. CONSTRUCTION CO.  INC.,3,185336630.0,DEPT OF THE ARMY,"236220, 237310",True
AEVEX AEROSPACE  LLC,11,185031748.0,DEPT OF THE AIR FORCE,"541715, 541990",True
CRANE CO.,44,184946122.0,"BUREAU OF ENGRAVING AND PRINTING, DEFENSE LOGISTICS AGENCY","322121, 336413",True
TELEDYNE TECHNOLOGIES INC,10,184107320.04000002,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334511, 541380, 541712, 541715",True
SIG SAUER INC.,10,183734248.84,"DEPT OF THE ARMY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","332992, 332994",True
MCCARTHY HOLDINGS  INC.,1,181551864.0,DEPT OF THE ARMY,237990,True
CLARK CONSTRUCTION GROUP-CALIFORNIA  LP,1,178964275.69,DEPT OF THE NAVY,236220,True
PALANTIR TECHNOLOGIES INC.,21,178011250.20000002,"DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL AVIATION ADMINISTRATION, FOOD AND DRUG ADMINISTRATION","511210, 513210",True
EXELIS INC.,10,176168190.41,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","333314, 335999, 541330, 811219",True
GENERAL ELECTRIC COMPANY,32,175199931.91,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","336412, 336611, 541330, 541715",True
AMERICAN ROLL-ON ROLL-OFF CARRIER  LLC,13,174913316.78,USTRANSCOM,483111,True
MERCK & CO.  INC.,1,174606943.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,325412,True
ADVANTAGED SOLUTIONS  INC.,7,173111949.83,DEFENSE LOGISTICS AGENCY,"511210, 518210",True
SENTAR  INC.,1,172761870.09,DEPT OF THE NAVY,541330,True
RIVERSIDE RESEARCH INSTITUTE,7,170025846.99,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, WASHINGTON HEADQUARTERS SERVICES (WHS)","541330, 541714, 541715",True
VGS INFRASTRUCTURE SERVICES INC,6,169774413.16,DEPT OF THE ARMY,561210,True
DENTRUST DENTAL INTERNATIONAL  INC.,3,169683918.0,"TRANSPORTATION SECURITY ADMINISTRATION, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","621111, 621498",True
AT&T INC.,35,165696124.70999998,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, AGENCY FOR INTERNATIONAL DEVELOPMENT, BUREAU OF THE FISCAL SERVICE, CENTERS FOR DISEASE CONTROL AND PREVENTION, DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","517112, 517312",True
FISHER SAND & GRAVEL CO,1,165500000.0,U.S. CUSTOMS AND BORDER PROTECTION,236220,True
BIGBEAR.AI FEDERAL  LLC,1,165150598.45,DEPT OF THE ARMY,541519,True
ALPHA MARINE SERVICES  L.L.C.,9,164861782.22,DEPT OF THE NAVY,"483111, 488330",True
M. A. MORTENSON COMPANIES  INC.,10,163946393.65,"DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. CUSTOMS AND BORDER PROTECTION","236210, 236220, 237990",True
BY LIGHT  PROFESSIONAL IT SERVICES LLC,4,162387624.78,DEPT OF THE ARMY,541512,True
ENLIGHTEN IT CONSULTING LLC,5,162293401.74,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","334111, 541511, 541715",True
KIEWIT INFRASTRUCTURE WEST CO.,5,160695799.98,"DEPT OF THE ARMY, DEPT OF THE NAVY","236220, 237310, 237990",True
ECC INTERNATIONAL LLC,1,160000000.0,DEPT OF THE AIR FORCE,561210,True
AMERIQUAL GROUP  LLC,14,159065907.08,"AGRICULTURAL MARKETING SERVICE, DEFENSE LOGISTICS AGENCY","311421, 311422, 311615, 311999",True
GRANITE CONSTRUCTION INCORPORATED,5,158844996.82,"DEPT OF THE ARMY, FEDERAL HIGHWAY ADMINISTRATION","237310, 237990",True
BY LIGHT PROFESSIONAL IT SERVICES LLC,5,158637711.03000003,"DEPT OF THE NAVY, ENERGY, DEPARTMENT OF, VETERANS AFFAIRS, DEPARTMENT OF","541512, 541519",True
US FOODS HOLDING CORP.,12,158541155.00000003,"BUREAU OF THE FISCAL SERVICE, DEFENSE HEALTH AGENCY (DHA), VETERANS AFFAIRS, DEPARTMENT OF",311999,True
GRANITE-OBAYASHI 2  A JOINT VENTURE,2,158486525.6,DEPT OF THE NAVY,236220,True
JT4  LLC,4,158288900.14,DEPT OF THE AIR FORCE,541330,True
VSOLVIT LLC,5,157881414.24,DEPT OF THE NAVY,541330,True
DYNETICS  INC.,15,157877110.88,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","332993, 334511, 336419, 541330, 541712, 541715",True
DLT SOLUTIONS  LLC,17,157038878.08000004,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","334111, 511210, 541519",True
GENCO DISTRIBUTION SYSTEM  INC.,7,156323909.54,"VETERANS AFFAIRS, DEPARTMENT OF",561499,True
RAPISCAN SYSTEMS INC,6,155666215.41,"BUREAU OF ENGRAVING AND PRINTING, STATE, DEPARTMENT OF, U.S. CUSTOMS AND BORDER PROTECTION, U.S. MARSHALS SERVICE","334516, 334517, 811210, 811310",True
DONJON MARINE CO.  INC.,10,154127271.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","237990, 488390",True
DRS SUSTAINMENT SYSTEMS INC,16,152433141.25,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","333911, 333924, 334511, 336992, 541330",True
W. G. YATES & SONS CONSTRUCTION COMPANY,2,150878878.0,DEPT OF THE NAVY,"236210, 236220",True
FERROVIAL CONSTRUCCION PR  LLC,1,150656471.92,DEPT OF THE ARMY,237990,True
SKANSKA USA CIVIL NORTHEAST INC.,1,149950000.0,DEPT OF THE NAVY,237990,True
EXXON MOBIL CORPORATION,13,149063492.54000002,DEFENSE LOGISTICS AGENCY,324110,True
GARCO CONSTRUCTION  INC.,7,148960630.01,"BUREAU OF RECLAMATION, DEPT OF THE ARMY, DEPT OF THE NAVY","236220, 237120, 237990",True
POTOMAC ELECTRIC POWER CO,9,148821208.07,"INTERNAL REVENUE SERVICE, NATIONAL INSTITUTES OF HEALTH, NUCLEAR REGULATORY COMMISSION",221118,True
SEACORP  LLC,4,147295508.57999998,DEPT OF THE NAVY,541330,True
EMERGENT BIOSOLUTIONS INC.,2,146914838.1,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,"541711, 541714",True
M. C. DEAN  INC.,48,146576873.84,"DEPARTMENTAL OFFICES, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL AVIATION ADMINISTRATION","238210, 541330, 541512, 561210, 561621",True
GLAXOSMITHKLINE  LLC,8,145735373.64,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEFENSE LOGISTICS AGENCY, INDIAN HEALTH SERVICE","325412, 325414",True
FORFEITURE SUPPORT ASSOCIATES LLC,23,144850318.49999997,"ATF ACQUISITION AND PROPERTY MGMT DIV, DRUG ENFORCEMENT ADMINISTRATION, FEDERAL BUREAU OF INVESTIGATION, OFFICES, BOARDS AND DIVISIONS, U.S. CUSTOMS AND BORDER PROTECTION",541199,True
HPI FEDERAL LLC,48,144018473.51,"DEPT OF THE ARMY, DEPT OF THE NAVY","334111, 541512",True
ABM INDUSTRIES INCORPORATED,1,143903594.71,PUBLIC BUILDINGS SERVICE,541330,True
RTX CORPORATION,26,142928994.44,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","314999, 332722, 336412, 336413, 541715",True
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,17,142846702.16,DEPT OF THE NAVY,336611,True
MICROSOFT CORPORATION,15,142342683.76999998,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, SOCIAL SECURITY ADMINISTRATION","518210, 541512",True
BAE SYSTEMS LAND AND ARMAMENTS L.P.,9,141928580.29000002,"DEPT OF THE ARMY, DEPT OF THE NAVY","336992, 541330",True
UNIVERSITY OF TEXAS AT AUSTIN,39,141627925.0,DEPT OF THE NAVY,"541712, 541715",True
GE PRECISION HEALTHCARE LLC,87,141078945.50999996,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",334517,True
ARMTEC DEFENSE PRODUCTS CO.,1,140556918.95,DEPT OF THE ARMY,332993,True
CH2M HILL  INC.,64,139937530.19,"DEPT OF THE ARMY, DEPT OF THE NAVY, ENVIRONMENTAL PROTECTION AGENCY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","541330, 562910",True
JBS INTERNATIONAL  INC.,6,139784859.63,"ADMINISTRATION FOR CHILDREN AND FAMILIES, CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, NATIONAL INSTITUTES OF HEALTH, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","541611, 541820",True
UTAH STATE UNIVERSITY SPACE DYNAMICS LABORATORY,11,139633100.5,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, MISSILE DEFENSE AGENCY (MDA)","541511, 541715",True
SOS INTERNATIONAL LLC,4,139545496.36,"DEPT OF THE ARMY, FEDERAL EMERGENCY MANAGEMENT AGENCY, OFFICES, BOARDS AND DIVISIONS, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","541519, 541930",True
BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,12,139228701.05,DEPT OF THE NAVY,336611,True
TECHNOLOGY SERVICE CORP,2,138734487.0,DEPT OF THE NAVY,541330,True
GM DEFENSE LLC,15,137584314.26,"DEPT OF THE ARMY, STATE, DEPARTMENT OF","336112, 336992",True
CACI ENTERPRISE SOLUTIONS  LLC,12,137239421.63,"DEFENSE LOGISTICS AGENCY, FEDERAL BUREAU OF INVESTIGATION","541512, 541519",True
SLSCO LTD.,4,137100651.58,U.S. CUSTOMS AND BORDER PROTECTION,236220,True
GLOBAL ENTERPRISE SOLUTIONS  INC.,7,136981739.60000002,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, FEDERAL EMERGENCY MANAGEMENT AGENCY",517410,True
BAE SYSTEMS PLC,4,136618266.62,DEPT OF THE ARMY,325920,True
TOTE SERVICES  LLC,24,134375993.69,"DEPT OF THE NAVY, MARITIME ADMINISTRATION","336611, 483111",True
WORKWEAR OUTFITTERS  LLC,15,132053975.73,"BUREAU OF LAND MANAGEMENT, NATIONAL PARK SERVICE, OFFICE OF PROCUREMENT OPERATIONS, TRANSPORTATION SECURITY ADMINISTRATION, U.S. CUSTOMS AND BORDER PROTECTION","315210, 424320",True
FLORIDA KEYS AQUEDUCT AUTHORITY,1,131998961.17,DEFENSE LOGISTICS AGENCY,221320,True
OSCAR RENDA CONTRACTING INC,1,131755000.0,BUREAU OF RECLAMATION,237110,True
CUMMINS INC.,13,131681053.15999998,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY, U.S. COAST GUARD","333618, 335312, 811310",True
USF HOLDING CORP.,18,131283702.46999998,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, INDIAN HEALTH SERVICE, VETERANS AFFAIRS, DEPARTMENT OF",311999,True
CHEVRON CORPORATION,47,131097865.88,DEFENSE LOGISTICS AGENCY,324110,True
MRIGLOBAL,7,131061925.44,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, NATIONAL INSTITUTES OF HEALTH","541690, 541715",True
SOUTHEASTERN COMPUTER CONSULTANTS  INC.,2,130339265.78999999,DEPT OF THE NAVY,541330,True
THE DUTRA GROUP,9,130285546.06,DEPT OF THE ARMY,237990,True
SAUER CONSTRUCTION  LLC,13,129968525.44,"DEPT OF THE ARMY, DEPT OF THE NAVY",236220,True
NOBLIS MSD LLC,24,129905121.03,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541990",True
MERIDIAN MEDICAL TECHNOLOGIES  LLC,1,129680169.6,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,325412,True
JACOBS GOVERNMENT SERVICES COMPANY,39,129606729.64999999,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL BUREAU OF INVESTIGATION, NATIONAL PARK SERVICE","541310, 541330, 562910",True
MW BUILDERS  INC.,5,129377328.0,DEPT OF THE ARMY,236220,True
INTER-CON SECURITY SYSTEMS  INC.,3,129332246.78999999,"STATE, DEPARTMENT OF",561612,True
AMERICAN MEDICAL RESPONSE  INC.,9,129273040.04999998,FEDERAL EMERGENCY MANAGEMENT AGENCY,621910,True
IPG DXTRA  INC.,2,127999044.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541810,True
ARCHER-DANIELS-MIDLAND COMPANY,12,127557673.1,AGRICULTURAL MARKETING SERVICE,"311211, 311212, 311224, 311999",True
VMD SYSTEMS INTEGRATORS  INC,1,127443800.0,TRANSPORTATION SECURITY ADMINISTRATION,561612,True
INTERNATIONAL SOS GOVERNMENT SERVICES  INC.,2,127029273.77000001,DEFENSE HEALTH AGENCY (DHA),524114,True
ODLE MANAGEMENT GROUP  L.L.C.,2,126037034.81,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
PERATON TECHNOLOGY SERVICES INC.,12,122814495.25999999,"DEPT OF THE NAVY, FEDERAL ACQUISITION SERVICE, FEDERAL EMERGENCY MANAGEMENT AGENCY, FEDERAL LAW ENFORCEMENT TRAINING CENTER, OFFICE OF PROCUREMENT OPERATIONS","518210, 541330, 541511",True
NOVETTA  INC.,4,122668442.81,DEPT OF THE AIR FORCE,541990,True
SIGA TECHNOLOGIES  INC.,3,122643794.53,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEPT OF THE ARMY","325412, 541714",True
SIGMA DEFENSE SYSTEMS LLC,13,122030615.04999998,FEDERAL ACQUISITION SERVICE,541330,True
CADDELL-NAN A JOINT VENTURE,7,121776365.08,DEPT OF THE NAVY,"236116, 236220",True
THE RAND CORPORATION,18,121651326.6,"DEPT OF THE AIR FORCE, WASHINGTON HEADQUARTERS SERVICES (WHS)","541720, 541990",True
KONINKLIJKE PHILIPS N.V.,68,120654119.32999997,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF","334517, 423450",True
VIGOR WORKS LLC,2,120607308.0,DEPT OF THE ARMY,336611,True
GENTEX CORPORATION,22,120537493.5,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","315210, 315990, 334413, 336413, 339113, 339999",True
MAXIMUS FEDERAL SERVICES  INC.,16,120157707.54000002,"CENTERS FOR DISEASE CONTROL AND PREVENTION, EDUCATION, DEPARTMENT OF, HEALTH RESOURCES AND SERVICES ADMINISTRATION, INTERNAL REVENUE SERVICE, OFFICE OF PERSONNEL MANAGEMENT","522320, 541511, 541512, 541611, 561422, 561439",True
STRATEGIC ANALYSIS  INC.,5,119679974.52,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), NATIONAL INSTITUTES OF HEALTH, WASHINGTON HEADQUARTERS SERVICES (WHS)","541330, 541990",True
STG INTERNATIONAL  INC.,17,119496596.17999999,"DEPARTMENTAL OFFICES, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT, VETERANS AFFAIRS, DEPARTMENT OF","541611, 621498, 621999",True
SRI INTERNATIONAL,30,119371581.66,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE NAVY, NATIONAL INSTITUTES OF HEALTH","541611, 541713, 541714, 541715",True
NELNET SERVICING  LLC,2,119100268.17,"EDUCATION, DEPARTMENT OF",522390,True
BAE SYSTEMS NORFOLK SHIP REPAIR INC.,7,118604315.59,DEPT OF THE NAVY,336611,True
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,11,118389135.66999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE NAVY","334111, 334511, 335999, 336413, 541715",True
PERATON RISK DECISION INC.,1,117688692.21,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA),561611,True
CALLAN MARINE LIMITED,3,117123253.7,DEPT OF THE ARMY,237990,True
SOUTHERN MARYLAND ELECTRIC COOPERATIVE  INC.,1,117004562.0,DEFENSE LOGISTICS AGENCY,221122,True
THE SOUTHERN COMPANY,10,116726374.04,"DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL LAW ENFORCEMENT TRAINING CENTER, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","221122, 221210",True
AMERICAN WATER OPERATIONS AND MAINTENANCE  LLC,3,116158920.13,DEFENSE LOGISTICS AGENCY,221310,True
STRING KING LACROSSE  LLC,1,115507199.15,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,339112,True
MORAN TRANSPORTATION COMPANY,3,115448927.16,DEPT OF THE NAVY,488330,True
CHS INC.,11,114821898.9,AGRICULTURAL MARKETING SERVICE,"311211, 311999",True
PARSONS GOVERNMENT SERVICES INC.,10,114592930.24000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, MISSILE DEFENSE AGENCY (MDA)","336992, 541330, 541511, 541715",True
KELLY SERVICES  INC.,48,114503290.76000002,NATIONAL INSTITUTES OF HEALTH,"541690, 541990",True
THE CIANBRO COMPANIES,3,114032324.19,"DEPT OF THE ARMY, DEPT OF THE NAVY",237990,True
LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS  INC.,19,113859749.99000001,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPARTMENTAL OFFICES, FEDERAL ELECTION COMMISSION, FEDERAL ENERGY REGULATORY COMMISSION, GAO, EXCEPT COMPTROLLER GENERAL","517110, 517311",True
SPECTRUM HEALTHCARE RESOURCES  INC.,2,113336710.93,DEFENSE HEALTH AGENCY (DHA),621498,True
AERO TURBINE  INC,6,113217543.24,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY",336412,True
KNIGHT POINT SYSTEMS  LLC,2,113023275.72,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),541519,True
CDA INC,7,112761742.62,OFFICE OF PROCUREMENT OPERATIONS,561612,True
MATSON NAVIGATION COMPANY  INC.,24,112517654.41,"MARITIME ADMINISTRATION, USTRANSCOM",483111,True
DIGITAL MOBILIZATIONS  INC.,2,112392147.05999999,DEPT OF THE AIR FORCE,541611,True
PERATON ENTERPRISE SOLUTIONS LLC,14,110965792.15999998,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","517110, 518210, 541512, 541513, 541519",True
THALES,7,110598300.71000001,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY","332510, 334220, 334511, 336413",True
BURNS & MCDONNELL ENGINEERING COMPANY  INC.,30,108489589.83,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
PACIFIC TECH CONSTRUCTION  INC.,1,108281936.0,DEPT OF THE ARMY,238160,True
BALFOUR BEATTY CONSTRUCTION  LLC,6,107843028.0,"DEPT OF THE ARMY, DEPT OF THE NAVY",236220,True
GINKGO BIOWORKS HOLDINGS  INC.,3,107487110.82,CENTERS FOR DISEASE CONTROL AND PREVENTION,541380,True
OMNICOM GROUP INC.,4,106871187.0,DEPT OF THE AIR FORCE,541810,True
VERITAS CAPITAL FUND MANAGEMENT  L.L.C.,4,106688057.94,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","541330, 541712",True
MCLAUGHLIN RESEARCH CORPORATION,3,106339860.0,DEPT OF THE NAVY,541330,True
TCFII VALOR BUYER LLC,28,106104815.96999998,"VETERANS AFFAIRS, DEPARTMENT OF",621498,True
MESSER CONSTRUCTION CO.,8,105916765.03999999,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE","236118, 236220, 238220",True
UNIVERSITY OF WASHINGTON,15,105874437.0,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE NAVY, NATIONAL INSTITUTES OF HEALTH","541380, 541714, 541715, 541990",True
PACIFIC GAS AND ELECTRIC COMPANY,6,105862609.81,"DEFENSE LOGISTICS AGENCY, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, NATIONAL PARK SERVICE, SOCIAL SECURITY ADMINISTRATION",221122,True
DEWBERRY ENGINEERS INC.,30,104874535.57999998,"DEPT OF THE ARMY, FEDERAL EMERGENCY MANAGEMENT AGENCY, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, US GEOLOGICAL SURVEY","541330, 541360, 541370, 541614, 561210",True
QINETIQ GROUP PLC,12,104405023.22,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","315990, 334511, 336413, 541715",True
YALE NEW HAVEN HEALTH SERVICES CORPORATION,3,104235934.15,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541690,True
M1 SUPPORT SERVICES  L.P.,6,104099875.69999999,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",488190,True
NAN INC,7,104095543.89,"DEPT OF THE ARMY, DEPT OF THE NAVY","236116, 236220, 237990",True
GOLDEN SVCS  LLC,4,104052920.0,OFFICE OF PROCUREMENT OPERATIONS,561612,True
VT MILCOM INC.,23,103960912.6,DEPT OF THE NAVY,"238290, 334118, 334290, 541330",True
MID-AMERICA CONVERSION SERVICES  LLC,3,102047049.39,"ENERGY, DEPARTMENT OF",325180,True
SIEMENS GOVERNMENT TECHNOLOGIES INC,12,101940379.0,DEPT OF THE ARMY,"236220, 541512",True
LEXISNEXIS SPECIAL SERVICES INC,8,101880189.51,"DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA), DEPT OF THE AIR FORCE, FEDERAL ACQUISITION SERVICE, FEDERAL EMERGENCY MANAGEMENT AGENCY, OFFICE OF THE INSPECTOR GENERAL","541519, 561450",True
ACUMEN LLC,7,99814580.0,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, NATIONAL INSTITUTES OF HEALTH","541611, 541690, 541720",True
CENTERRA GROUP  LLC,13,99447090.55,"ENERGY, DEPARTMENT OF, U.S. CUSTOMS AND BORDER PROTECTION, U.S. MARSHALS SERVICE, US PATENT AND TRADEMARK OFFICE",561612,True
MCGOUGH CONSTRUCTION CO.  LLC,1,99386087.36,PUBLIC BUILDINGS SERVICE,236220,True
AAR GOVERNMENT SERVICES  INC.,12,99240845.87,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, STATE, DEPARTMENT OF","336412, 336413, 488190",True
DELAWARE RESOURCE GROUP OF OKLAHOMA  LLC,4,99000683.08,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","541330, 541990, 611512",True
THE TRAVIS ASSOCIATION FOR THE BLIND,1,98756654.29,DEPT OF THE ARMY,315210,True
SMITHS DETECTION  INC,1,98674388.0,TRANSPORTATION SECURITY ADMINISTRATION,334517,True
J. F. BRENNAN COMPANY  INC.,4,97960695.0,DEPT OF THE ARMY,237990,True
J.E. DUNN CONSTRUCTION GROUP  INC,6,97351367.91999999,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE",236220,True
THE UNIVERSITY OF DAYTON,16,97039659.89,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","541330, 541712, 541715",True
CONSIGLI HOLDINGS  INC.,6,96900329.64,"DEPT OF THE ARMY, DEPT OF THE NAVY, NATIONAL PARK SERVICE, PUBLIC BUILDINGS SERVICE","236220, 238220",True
TRU SIMULATION + TRAINING INC.,1,96893626.1,DEPT OF THE NAVY,333310,True
VOLKSWAGEN AKTIENGESELLSCHAFT,7,96583895.13,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","326211, 333120, 336992",True
REYES CONSTRUCTION  INC.,8,96547846.0,DEPT OF THE NAVY,237990,True
WPP PLC,12,96472453.45,DEPT OF THE NAVY,541810,True
ITA INTERNATIONAL  LLC,1,95190097.6,FEDERAL ACQUISITION SERVICE,541512,True
ALON USA  LP,57,94732582.39999996,DEFENSE LOGISTICS AGENCY,324110,True
J & J MAINTENANCE INC,6,94496794.44999997,DEPT OF THE ARMY,236220,True
GEO SECURE SERVICES  LLC,3,94335254.07000001,U.S. MARSHALS SERVICE,561210,True
HORMEL FOODS CORPORATION,18,94064486.66,AGRICULTURAL MARKETING SERVICE,311615,True
GUYCO INC,1,93946000.0,DEPT OF THE ARMY,236220,True
CACI INTERNATIONAL INC.,7,93673295.9,DEPT OF THE AIR FORCE,561621,True
SKOOKUM EDUCATIONAL PROGRAMS INC,17,93327548.33999999,"DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. COAST GUARD","561210, 561730, 722310, 811111",True
VALKYRIE ENTERPRISES  INC.,4,92781355.24,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541512",True
COMPASS PTS JV  THE,7,92758725.61000001,FEDERAL EMERGENCY MANAGEMENT AGENCY,541330,True
AMERICAN WATER WORKS COMPANY  INC.,6,92642481.07,DEFENSE LOGISTICS AGENCY,"221310, 221320",True
BURNS & MCDONNELL  INC.,17,91981352.79,"DEPT OF THE ARMY, STATE, DEPARTMENT OF",541330,True
