company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
CURTISS-WRIGHT CORPORATION,7,13336485.5,DEPT OF THE NAVY,"332919, 333912, 333914, 335312, 336611",True
UNIVERSITY OF ALABAMA AT BIRMINGHAM,2,13331075.96,CENTERS FOR DISEASE CONTROL AND PREVENTION,541990,True
SEWP SOLUTIONS LLC,1,13277060.07,DEPT OF THE AIR FORCE,334111,True
UNIVERSITY OF MONTANA,2,13270010.0,"DEPT OF THE AIR FORCE, NATIONAL INSTITUTES OF HEALTH","541714, 541715",True
3346625 CANADA INC,5,13246914.129999999,AGRICULTURAL MARKETING SERVICE,311421,True
FUGRO USA LAND  INC.,8,13244843.299999999,US GEOLOGICAL SURVEY,541360,True
UNIVERSITY OF HAWAII,8,13183427.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE NAVY","541714, 541715",True
JACOBS/B&M A JOINT VENTURE,6,13164937.0,DEPT OF THE NAVY,541330,True
GROVE U.S. L.L.C,7,13153346.76,DEFENSE LOGISTICS AGENCY,333120,True
TEXAS A&M UNIVERSITY SYSTEM  THE,5,13143000.0,DEPT OF THE ARMY,541715,True
DANAHER CORPORATION,8,13080326.53,"DEPT OF THE ARMY, INDIAN HEALTH SERVICE, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, VETERANS AFFAIRS, DEPARTMENT OF","325413, 334516, 334519",True
TURNING POINT GLOBAL SOLUTIONS  L.L.C.,3,13024304.31,"BUREAU OF THE FISCAL SERVICE, NATIONAL INSTITUTES OF HEALTH","517312, 541519",True
FUJIFILM HEALTHCARE AMERICAS CORP,9,13014878.620000001,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF","334510, 334517",True
RELIANCE TEST & TECHNOLOGY  LLC,2,12960950.51,DEPT OF THE AIR FORCE,541330,True
HEALTHEQUITY  INC.,5,12960678.440000001,"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS), OFFICE OF PERSONNEL MANAGEMENT, VETERANS AFFAIRS, DEPARTMENT OF",524292,True
HORNBECK OFFSHORE OPERATORS LLC,2,12958223.0,DEPT OF THE NAVY,483111,True
MAXAR MISSION SOLUTIONS INC,1,12900989.77,DEPT OF THE ARMY,541519,True
FGS  LLC,1,12887618.34,DEPT OF THE NAVY,541990,True
CHENEGA INFINITY  LLC,1,12867018.12,TRANSPORTATION SECURITY ADMINISTRATION,561612,True
CITY PUBLIC SERVICES BOARD,1,12855750.08,DEFENSE LOGISTICS AGENCY,221122,True
AI SHIELD INC,2,12852079.68,U.S. COAST GUARD,541370,True
NATIONAL AIR CARGO HOLDINGS  INC.,2,12811787.0,USTRANSCOM,"481211, 488510",True
LDV INVESTMENT S.A R.L.,2,12796218.17,"DEPT OF THE ARMY, DEPT OF THE NAVY",336411,True
SEATTLE CHILDREN'S HEALTHCARE SYSTEM,2,12758326.0,NATIONAL INSTITUTES OF HEALTH,"541714, 541715",True
NOLIN RURAL ELECTRIC COOPERATIVE CORPORATION,1,12747583.56,DEFENSE LOGISTICS AGENCY,221122,True
QORVO  INC.,2,12732605.0,DEPT OF THE AIR FORCE,541715,True
GILBANE SMCC ECC LLC,4,12688176.52,DEPT OF THE NAVY,236220,True
WILLMENG CONSTRUCTION  INC.,1,12545913.17,PUBLIC BUILDINGS SERVICE,236220,True
TUCCI & SONS  INC.,2,12538314.52,FEDERAL HIGHWAY ADMINISTRATION,237310,True
SKILLSOFT CORPORATION,3,12508269.2,"EDUCATION, DEPARTMENT OF, OFFICES, BOARDS AND DIVISIONS, USDA, DEPARTMENTAL ADMINISTRATION",511210,True
NTT DATA FEDHEALTH  INC.,3,12500199.13,NATIONAL INSTITUTES OF HEALTH,"541519, 541990",True
SOUTHLAND INDUSTRIES,3,12450742.73,DEPT OF THE ARMY,541330,True
DELOITTE FINANCIAL ADVISORY SERVICES LLP,7,12409851.200000001,"DEPT OF THE ARMY, OFFICES, BOARDS AND DIVISIONS","541199, 541611",True
SAFEGUARD SERVICES LLC,2,12391975.18,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541990,True
PENN POWER GROUP LLC,2,12371996.38,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","336310, 336350",True
STERLING MEDICAL CORPORATION,6,12371658.02,"VETERANS AFFAIRS, DEPARTMENT OF",621498,True
AMERICAN RHEINMETALL MUNITION INC.,1,12352548.83,DEPT OF THE NAVY,332993,True
ASSURED INFORMATION SECURITY  INC.,1,12343660.0,DEPT OF THE AIR FORCE,541511,True
CAELUM RESEARCH CORPORATION,1,12335120.79,DEPT OF THE ARMY,541519,True
VAREX IMAGING CORP,1,12306524.8,U.S. CUSTOMS AND BORDER PROTECTION,811210,True
GP STRATEGIES CORPORATION,4,12283372.5,"DEPT OF THE ARMY, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","611430, 611710",True
KONECRANES INC,1,12253991.86,DEFENSE LOGISTICS AGENCY,333923,True
MONONGAHELA POWER COMPANY,3,12181260.219999999,"CENTERS FOR DISEASE CONTROL AND PREVENTION, FEDERAL BUREAU OF INVESTIGATION",221118,True
BWC TEXAS TERMINALS  LLC,1,12176013.0,DEFENSE LOGISTICS AGENCY,493190,True
UNIVERSITY OF ALASKA SYSTEM,3,12161170.0,"DEPT OF THE ARMY, WASHINGTON HEADQUARTERS SERVICES (WHS)","541715, 611310",True
HIGH DESERT SUPPORT SERVICES  LLC,2,12148314.52,DEPT OF THE ARMY,561210,True
UNIVERSITY OF WASHINGTON INC,3,12132642.0,DEPT OF THE NAVY,541715,True
NAMMO DEFENSE SYSTEMS INC.,1,12102122.24,DEPT OF THE NAVY,332993,True
ALGOOD FOOD COMPANY,2,12081096.969999999,AGRICULTURAL MARKETING SERVICE,311911,True
DOMINION PRIVATIZATION SOUTH CAROLINA LLC,1,12074818.0,DEFENSE LOGISTICS AGENCY,221122,True
COLORADO STATE UNIVERSITY,2,12054914.32,"BUREAU OF LAND MANAGEMENT, DEPT OF THE NAVY","541620, 541715",True
BRAYMAN CONSTRUCTION CORPORATION,2,12044002.36,DEPT OF THE ARMY,237990,True
AIRBUS SE,11,12019741.13,U.S. COAST GUARD,336413,True
FEDEX CORPORATION,4,11989936.6,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, USTRANSCOM","481211, 484210",True
NETWORK INNOVATIONS INC,2,11948073.11,DEPT OF THE ARMY,"517410, 541512",True
SIGNATURE AVIATION LIMITED,13,11946984.72,DEFENSE LOGISTICS AGENCY,324110,True
TETRA TECH/MASON & HANGER JOINT VENTURE,2,11944289.120000001,DEPT OF THE ARMY,541330,True
OPPORTUNITIES AND RESOURCES  INC.,2,11924802.08,DEPT OF THE NAVY,561720,True
KRATOS TECHNOLOGY & TRAINING SOLUTIONS  INC.,2,11880969.95,DEPT OF THE AIR FORCE,541330,True
CAMPBELL FOODSERVICE CO,9,11827222.0,AGRICULTURAL MARKETING SERVICE,311421,True
GOVCIO  LLC,2,11810999.639999999,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA),541519,True
CHILDRENS MERCY HOSPITAL,1,11787024.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,541715,True
MANTECH SRS TECHNOLOGIES  INC.,5,11775317.96,DEPT OF THE NAVY,541330,True
CHICKASAW MANAGEMENT SERVICES  LLC,2,11775068.0,"ENERGY, DEPARTMENT OF",541810,True
THE UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,12,11775029.620000001,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,622110,True
HARTMAN-WALSH CORPORATION,2,11771329.66,BUREAU OF RECLAMATION,238320,True
TEXTRON SYSTEMS CORPORATION,2,11736476.0,DEPT OF THE NAVY,336611,True
IAP-ECC  LLC,1,11724861.0,DEPT OF THE NAVY,561210,True
SHOWA DENKO K.K.,10,11711831.04,DEFENSE LOGISTICS AGENCY,335910,True
NEXT TIER CONCEPTS INC,1,11705339.67,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),541519,True
MCCRONE GROUP INC,4,11689083.98,DEPT OF THE AIR FORCE,541380,True
LOCKHEED MARTIN SIPPICAN  INC.,1,11680688.0,DEPT OF THE NAVY,541330,True
L3HARRIS FORCEX  INC.,3,11664846.0,DEPT OF THE AIR FORCE,541511,True
HDT EXPEDITIONARY SYSTEMS  INC.,3,11649706.15,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY, DEPT OF THE NAVY","333413, 336390, 336992",True
CADDELL CONSTRUCTION CO.  INC.,4,11649420.86,"DEPT OF THE ARMY, U.S. CUSTOMS AND BORDER PROTECTION",236220,True
TEVA PHARMACEUTICALS USA  INC.,9,11592745.29,DEFENSE LOGISTICS AGENCY,325412,True
AMERICAN EAGLE PROTECTIVE SERVICES CORP,3,11573887.720000003,OFFICE OF PROCUREMENT OPERATIONS,561612,True
PHOENIX AIR GROUP  INC.,1,11567984.61,DEPARTMENTAL OFFICES,481219,True
TRACE SYSTEMS HOLDINGS INC.,2,11488066.23,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),"517410, 541512",True
THOMSON REUTERS SPECIAL SERVICES LLC,1,11477231.0,DEPT OF THE AIR FORCE,541715,True
MILLIMAN INCORPORATED,1,11474074.0,PENSION BENEFIT GUARANTY CORPORATION,541611,True
NEVADA SYSTEM OF HIGHER EDUCATION,5,11468233.7,"DEPT OF THE ARMY, ENERGY, DEPARTMENT OF, NATIONAL PARK SERVICE","541380, 541715",True
THE MASON & HANGER GROUP INC.,7,11445836.54,DEPT OF THE ARMY,541330,True
ELBITAMERICA  INC.,5,11410920.75,DEPT OF THE NAVY,336413,True
UNITED NETWORK FOR ORGAN SHARING,1,11375000.0,HEALTH RESOURCES AND SERVICES ADMINISTRATION,541611,True
SOUTH CAROLINA  STATE OF,1,11367133.04,DEPT OF THE ARMY,722310,True
INTERTRADE LIMITED,5,11349495.459999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY",336413,True
INTEGRATED PROCUREMENT TECHNOLOGIES,1,11271145.2,DEPT OF THE AIR FORCE,811210,True
LA JOLLA INSTITUTE FOR IMMUNOLOGY,2,11249561.0,NATIONAL INSTITUTES OF HEALTH,541714,True
381 CONSTRUCTORS,1,11216619.05,DEPT OF THE NAVY,237990,True
TETRA TECH EC  INC.,3,11211243.01,DEPT OF THE ARMY,562910,True
CORIELL INSTITUTE FOR MEDICAL RESEARCH  INC.,1,11186265.0,NATIONAL INSTITUTES OF HEALTH,541715,True
NATIONAL COUNCIL FOR BEHAVIORAL HEALTH,1,11175157.0,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,541990,True
INSTITUTE FOR BUILDING TECHNOLOGY AND SAFETY,2,11174924.0,"FEDERAL RAILROAD ADMINISTRATION, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","541310, 541330",True
HONEYBEE ROBOTICS  LTD.,2,11137209.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"541330, 541715",True
THE CHRISTMAN COMPANY,1,11111985.0,PUBLIC BUILDINGS SERVICE,236220,True
L B & B ASSOCIATES INC.,2,11105481.82,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","493190, 541330",True
PRESIDIO GOVERNMENT SOLUTIONS LLC,3,11090850.26,"DRUG ENFORCEMENT ADMINISTRATION, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, INTERNAL REVENUE SERVICE","541512, 541519",True
LAND O'LAKES  INC.,8,11072593.67,AGRICULTURAL MARKETING SERVICE,311513,True
AD HOC LLC,1,11043765.31,ADMINISTRATION FOR CHILDREN AND FAMILIES,541511,True
MAXIMUS FEDERAL CONSULTING  LLC,1,10996906.92,SECURITIES AND EXCHANGE COMMISSION,541512,True
VANDERBILT UNIVERSITY,2,10937907.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541715,True
THE POTOMAC EDISON CO,2,10853206.92,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH",221118,True
JV FORMATION ENTITY  LLC,1,10837820.0,DEPT OF THE ARMY,237990,True
CBRE GROUP  INC.,2,10825504.69,PUBLIC BUILDINGS SERVICE,236220,True
BOWEN ENGINEERING CORP,1,10823577.35,DEPT OF THE NAVY,237990,True
A3 TECHNOLOGY INC,2,10816102.24,FEDERAL AVIATION ADMINISTRATION,541330,True
AGROPUR COOPERATIVE,7,10802225.69,AGRICULTURAL MARKETING SERVICE,311513,True
GOODWILL INDUSTRIES OF THE GREATER EAST BAY  INC.,2,10798458.08,"DEPT OF THE ARMY, U.S. COAST GUARD","561210, 722310",True
EVERETT SHIP REPAIR LLC,1,10749953.96,DEPT OF THE NAVY,336611,True
ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.,2,10729737.0,"DEPT OF THE AIR FORCE, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION",541715,True
AMERICAN BUREAU OF SHIPPING,1,10657141.14,DEPT OF THE NAVY,541330,True
RQ-WM JORDAN JV,2,10639196.78,DEPT OF THE NAVY,236220,True
CALIBRE SYSTEMS  INC.,3,10629724.24,DEPT OF THE ARMY,"541611, 541618, 541990",True
ADERAS INC,1,10614042.14,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,541513,True
JOHNSON CONTROLS INC,8,10610094.31,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF",334290,True
HEALTH RESEARCH  INC.,2,10574700.0,NATIONAL INSTITUTES OF HEALTH,541715,True
MERRICK-SURDEX JOINT VENTURE,5,10570051.18,US GEOLOGICAL SURVEY,541360,True
SOUTHERN FOODSERVICE MANAGEMENT  INC.,1,10568457.56,DEPT OF THE ARMY,722310,True
SPEEDCAST INTERNATIONAL LIMITED,1,10539089.6,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),517410,True
UNIVERSITY OF CALIFORNIA  SAN DIEGO,1,10517896.0,NATIONAL INSTITUTES OF HEALTH,541714,True
STELLANTIS N.V.,10,10492009.0,FEDERAL ACQUISITION SERVICE,336111,True
CENTURUM INFORMATION TECHNOLOGY INC,4,10468811.809999999,DEPT OF THE NAVY,541330,True
COMMUNITY RESOURCES FOR JUSTICE  INC.,8,10438893.2,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
CBE GROUP  INC. THE,3,10438276.91,INTERNAL REVENUE SERVICE,541211,True
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,4,10412745.0,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH","541712, 541714, 541715",True
EATON CORPORATION,5,10377062.43,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL AVIATION ADMINISTRATION","335999, 541715, 811219",True
TRANSYSTEMS CORPORATION,4,10338302.899999999,"FEDERAL TRANSIT ADMINISTRATION, U.S. COAST GUARD","541330, 541611",True
BEHAVIORAL SYSTEMS SOUTHWEST  INC.,4,10277832.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
SOURCEAMERICA,4,10251525.55,"DEPT OF THE ARMY, US CENSUS BUREAU","315990, 561210",True
CAREER SYSTEMS DEVELOPMENT CORPORATION,3,10242029.85,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
BOLLINGER SHIPYARDS  INC,1,10215883.0,U.S. COAST GUARD,336611,True
EMPIRE HOSPITALITY LLC,4,10178163.99,DEPT OF THE ARMY,561110,True
CREATIVE SYSTEMS AND CONSULTING L.L.C.,3,10169245.68,INTERNAL REVENUE SERVICE,541511,True
LOST ARROW  INC.,2,10150179.6,FEDERAL ACQUISITION SERVICE,315990,True
TEMPUS LABS  INC.,2,10124642.5,"VETERANS AFFAIRS, DEPARTMENT OF",621511,True
MCDONOUGH BOLYARD PECK  INC.,1,10120058.0,"STATE, DEPARTMENT OF",541330,True
MAXIMUS  INC.,1,10110045.76,US PATENT AND TRADEMARK OFFICE,541512,True
CDM FEDERAL PROGRAMS CORPORATION,1,10081803.45,DEPT OF THE ARMY,541330,True
HII UNMANNED SYSTEMS  INC.,4,10074042.91,DEPT OF THE NAVY,541330,True
MEGGITT DEFENSE SYSTEMS  INC.,3,10061643.96,DEPT OF THE NAVY,"333914, 335999, 336413",True
MERRICK-RS & H JOINT VENTURE LLP,1,10006550.0,DEPT OF THE NAVY,541330,True
PINNACLE WEST CAPITAL CORPORATION,1,10000000.0,INDIAN HEALTH SERVICE,221122,True
KIDDE TECHNOLOGIES INC.,6,9992443.96,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","325920, 336390, 336413, 336992",True
EAGLEPICHER TECHNOLOGIES LLC,3,9968693.0,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","325920, 335911",True
CURTISS-WRIGHT CONTROLS ELECTRONIC SYSTEMS  INC.,3,9897916.3,DEPT OF THE NAVY,334511,True
SEVERN PEANUT CO INC,4,9894113.25,AGRICULTURAL MARKETING SERVICE,311911,True
THE GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT INC,1,9851406.0,NATIONAL INSTITUTES OF HEALTH,541715,True
ESCO TECHNOLOGIES INC.,4,9850649.879999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","325212, 333618, 334515",True
HNTB CORPORATION,2,9842538.0,DEPT OF THE ARMY,541330,True
AMETEK SCP INC,5,9834474.0,DEPT OF THE NAVY,"332994, 334290, 335929",True
HDR ENVIRONMENTAL  OPERATIONS AND CONSTRUCTION  INC.,3,9834077.370000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",541330,True
GRANITE-OBAYASHI A JOINT VENTURE,2,9813981.0,DEPT OF THE NAVY,"236210, 237130",True
CDW CORPORATION,4,9807723.69,"DEPT OF THE ARMY, FOOD AND DRUG ADMINISTRATION, UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION","334111, 511210",True
CADILLAC ASPHALT LLC,1,9799786.0,DEPT OF THE ARMY,237310,True
OKLAHOMA CITY WATER UTILITIES TRUST,1,9798143.0,DEFENSE LOGISTICS AGENCY,221310,True
THE UNIVERISTY OF TEXAS MD ANDERSON CANCER CENTER  A COMPONENT OF THE UNIVERISTY,2,9771820.0,"HEALTH RESOURCES AND SERVICES ADMINISTRATION, NATIONAL INSTITUTES OF HEALTH","541714, 621991",True
VAISALA INC.,5,9757465.0,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION",334519,True
FIRST COAST SERVICE OPTIONS  INC.,2,9742355.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,524114,True
SAWDEY SOLUTION SERVICES  INC.,1,9732598.6,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),541330,True
DATASTRONG  LLC,1,9704687.0,FEDERAL BUREAU OF INVESTIGATION,541511,True
BROWN INTERNATIONAL CORPORATION,1,9700000.0,DEPT OF THE AIR FORCE,928110,True
STANTEC GS-AECOM PACIFIC JV,1,9675022.0,DEPT OF THE NAVY,541330,True
ASAHI KASEI CORPORATION,4,9588834.25,DEFENSE LOGISTICS AGENCY,"339112, 423450",True
SEALING TECHNOLOGIES  LLC,1,9588230.75,DEPT OF THE ARMY,334111,True
SCRIPPS RESEARCH INSTITUTE,1,9587256.0,NATIONAL INSTITUTES OF HEALTH,541715,True
ROLLS-ROYCE MARINE NORTH AMERICA INC.,4,9543700.0,DEPT OF THE NAVY,332999,True
JPC GROUP  INC.,1,9531981.0,DEPT OF THE ARMY,237990,True
AGFA HEALTHCARE CORPORATION,3,9500487.03,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",334510,True
DEL MONTE PACIFIC LIMITED,6,9442502.91,AGRICULTURAL MARKETING SERVICE,311421,True
DEFENSE MARITIME SOLUTIONS  INC.,6,9440217.52,DEPT OF THE NAVY,"332721, 332999, 336612, 811310",True
MID EASTERN BUILDERS  INC.,1,9426884.0,DEPT OF THE NAVY,237990,True
T-MOBILE USA  INC.,1,9417801.6,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,334220,True
COLONNA'S SHIP YARD  INCORPORATED,5,9414495.1,DEPT OF THE NAVY,336611,True
NATIONAL INDUSTRIES FOR THE BLIND,5,9373160.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","315210, 541611",True
THE SALVATION ARMY,4,9357781.25,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
DISMAS HOUSE OF ST LOUIS,2,9343868.620000001,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,5,9305670.0,"CENTERS FOR DISEASE CONTROL AND PREVENTION, DEPT OF THE AIR FORCE, NATIONAL INSTITUTES OF HEALTH, SOCIAL SECURITY ADMINISTRATION","541690, 541715, 541720, 541990",True
NATIONAL JEWISH HEALTH,1,9298220.0,NATIONAL INSTITUTES OF HEALTH,541715,True
JE MCAMIS INC,1,9295000.0,DEPT OF THE ARMY,237990,True
SYNOVATE  INC.,2,9289868.04,"VETERANS AFFAIRS, DEPARTMENT OF",541611,True
JOHNSON CONTROLS SECURITY SOLUTIONS LLC,2,9276413.04,"CENTERS FOR DISEASE CONTROL AND PREVENTION, OFFICE OF THE COMPTROLLER OF THE CURRENCY",561621,True
REVVITY HEALTH SCIENCES  INC.,1,9263365.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,1,9263060.0,"STATE, DEPARTMENT OF",336992,True
J.P. INDUSTRIES  INC.,1,9261457.8,U.S. CUSTOMS AND BORDER PROTECTION,561720,True
HEIL TRAILER INTERNATIONAL  LLC,2,9243115.969999999,DEPT OF THE ARMY,333914,True
CONSTRUCTION HELICOPTERS  INC.,2,9241888.51,DEPT OF THE NAVY,481219,True
AIRBUS HELICOPTERS  INC.,7,9222974.58,U.S. COAST GUARD,"336413, 541330",True
JACOBS/EWINGCOLE  A JOINT VENTURE,5,9217520.87,"DEPT OF THE ARMY, DEPT OF THE NAVY","541310, 541330",True
TELEDYNE FLIR DEFENSE  INC.,2,9217339.66,"DEPT OF THE ARMY, DEPT OF THE NAVY","334511, 336419",True
WELLS GLOBAL  LLC,6,9196127.62,FEDERAL AVIATION ADMINISTRATION,238210,True
SKILLSOFT CORP.,4,9176624.49,"DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA), NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, OFFICE OF ADMINISTRATIVE SERVICES, VETERANS AFFAIRS, DEPARTMENT OF",511210,True
SAMSUNG ELECTRONICS CO.  LTD.,2,9157243.42,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",423450,True
FEDERAL DATA SYSTEMS LLC,6,9152891.15,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),541519,True
KOONTZ ELECTRIC COMPANY  INCORPORATED,2,9148285.0,DEPT OF THE ARMY,"237130, 238210",True
AVERA HEALTH,2,9144365.82,INDIAN HEALTH SERVICE,622110,True
ODIN ENVIRONMENTAL SOLUTIONS  LLC,1,9137320.0,DEPT OF THE ARMY,237990,True
TRANSMONTAIGNE PARTNERS LLC,1,9135792.0,DEFENSE LOGISTICS AGENCY,493190,True
L3HARRIS AVIATION PRODUCTS  INC,4,9114588.0,DEFENSE LOGISTICS AGENCY,334511,True
POND & COMPANY,2,9104374.780000001,"DEPT OF THE AIR FORCE, FEDERAL BUREAU OF INVESTIGATION","541310, 541330",True
EMORY UNIVERSITY,5,9093956.97,"CENTERS FOR DISEASE CONTROL AND PREVENTION, NATIONAL INSTITUTES OF HEALTH","541380, 541714, 611210",True
CA DEPT OF REHABILITATION,5,9084474.79,DEPT OF THE ARMY,722310,True
MCCAIN FOODS GROUP INC,2,9068700.65,AGRICULTURAL MARKETING SERVICE,311991,True
LONG TERM CARE PARTNERS LLC,1,9063171.0,OFFICE OF PERSONNEL MANAGEMENT,541611,True
ELLWOOD NATIONAL FORGE COMPANY,1,9041650.0,DEPT OF THE ARMY,332993,True
SERVICESOURCE INC,2,9028773.36,DEPT OF THE ARMY,561720,True
BUTT CONSTRUCTION COMPANY  INCORPORATED,1,9003500.0,DEPT OF THE ARMY,238220,True
STANLEY CONSULTANTS INC,4,8985312.209999999,DEPT OF THE ARMY,541330,True
VANDERBILT UNIVERSITY MEDICAL CENTER,2,8975080.0,NATIONAL INSTITUTES OF HEALTH,541715,True
ROGERCO  INC.,1,8964859.94,DEPT OF THE NAVY,541330,True
COLLINS ENGINEERS  INCORPORATED,6,8910263.850000001,DEPT OF THE NAVY,541330,True
CLARK/SMOOT/CONSIGLI  A JOINT VENTURE,1,8909408.0,SMITHSONIAN INSTITUTION,236220,True
COLUMBIA HELICOPTERS  INC.,1,8908640.0,DEPT OF THE ARMY,336413,True
PARC COMMUNITY PARTNERSHIP FOUNDATION,4,8904351.690000001,DEPT OF THE AIR FORCE,561720,True
OVERSEAS SHIPHOLDING GROUP  INC.,1,8900000.0,DEPT OF THE NAVY,483111,True
CAPE - CDM SMITH  A JOINT VENTURE,1,8879355.0,DEPT OF THE ARMY,562910,True
TRITON MARINE CONSTRUCTION CORP.,4,8876012.0,DEPT OF THE NAVY,237990,True
MASON ELECTRIC CO.,2,8847379.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE",336413,True
SOLVAY,1,8766000.0,DEPT OF THE AIR FORCE,541715,True
SIEMENS HEALTHCARE DIAGNOSTICS INC.,3,8711579.34,"DEFENSE HEALTH AGENCY (DHA), PRETRIAL SERVICES AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",334516,True
UNISON SOFTWARE  INC.,3,8703139.4,"DEPARTMENTAL OFFICES, FEDERAL AVIATION ADMINISTRATION, SOCIAL SECURITY ADMINISTRATION",511210,True
SPENCE BROTHERS,1,8674770.0,DEPT OF THE ARMY,237990,True
HAMILTON SUNDSTRAND CORPORATION,4,8642790.76,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY","333611, 334511, 336413",True
ROCKY BRANDS  INC.,3,8587840.32,DEFENSE LOGISTICS AGENCY,458210,True
LORD CORPORATION,6,8587596.07,DEFENSE LOGISTICS AGENCY,"332991, 336413",True
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,2,8585622.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",541715,True
ASTROTECH SPACE OPERATIONS  LLC,4,8549577.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,336419,True
SCHNABEL-HDR JOINT VENTURE,2,8511912.53,DEPT OF THE ARMY,541330,True
BLUEFORCE  INC.,1,8479146.96,DEPT OF THE AIR FORCE,541611,True
AECOM-B&V LAKES AND RIVERS JV,4,8429392.58,DEPT OF THE ARMY,541330,True
RHODE ISLAND INDIAN COUNCIL INC,2,8427688.0,INDIAN HEALTH SERVICE,621420,True
CITY OF FAITH PRISON MINISTRIES,4,8412159.75,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
POND-TETRA TECH JV LP,5,8407479.459999999,DEPT OF THE ARMY,541330,True
AMERICAN PRESIDENT LINES  LLC,1,8399841.75,USTRANSCOM,483111,True
AMERICAN PETROLEUM TANKERS LLC,2,8370000.0,DEPT OF THE NAVY,483111,True
